0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0.075217
10	0.094846
11	0.088407
12	0.074027
13	0.061045
14	0.04972
15	0.044011
16	0.050421
17	0.067551
18	0.088603
19	0.10658
20	0.11727
21	0.11951
22	0.11501
23	0.10778
24	0.10259
25	0.10285
26	0.10932
27	0.12022
28	0.13235
29	0.1425
30	0.14858
31	0.15029
32	0.14897
33	0.14697
34	0.14657
35	0.1491
36	0.15477
37	0.16229
38	0.16981
39	0.1758
40	0.17949
41	0.1811
42	0.18158
43	0.18222
44	0.18406
45	0.1875
46	0.19227
47	0.19758
48	0.20252
49	0.20645
50	0.20919
51	0.21106
52	0.21264
53	0.21457
54	0.21723
55	0.22066
56	0.22457
57	0.22853
58	0.23211
59	0.23511
60	0.23756
61	0.23969
62	0.24184
63	0.24427
64	0.24708
65	0.25021
66	0.25347
67	0.25664
68	0.25954
69	0.26213
70	0.2645
71	0.26679
72	0.26915
73	0.27168
74	0.27439
75	0.27721
76	0.28002
77	0.28272
78	0.28527
79	0.28768
80	0.29001
81	0.29233
82	0.29472
83	0.29718
84	0.29972
85	0.30227
86	0.30478
87	0.30722
88	0.30958
89	0.31187
90	0.31414
91	0.31642
92	0.31874
93	0.32109
94	0.32345
95	0.3258
96	0.32811
97	0.33038
98	0.33261
99	0.33481
100	0.337
101	0.3392
102	0.34142
103	0.34363
104	0.34585
105	0.34804
106	0.35021
107	0.35236
108	0.35448
109	0.35659
110	0.35869
111	0.3608
112	0.3629
113	0.365
114	0.36709
115	0.36916
116	0.37122
117	0.37326
118	0.37528
119	0.3773
120	0.37931
121	0.38132
122	0.38332
123	0.38532
124	0.3873
125	0.38927
126	0.39123
127	0.39317
128	0.39511
129	0.39704
130	0.39896
131	0.40087
132	0.40278
133	0.40468
134	0.40657
135	0.40845
136	0.41031
137	0.41217
138	0.41402
139	0.41587
140	0.4177
141	0.41953
142	0.42135
143	0.42316
144	0.42496
145	0.42676
146	0.42854
147	0.43032
148	0.43209
149	0.43385
150	0.4356
151	0.43735
152	0.43909
153	0.44082
154	0.44254
155	0.44426
156	0.44597
157	0.44767
158	0.44936
159	0.45104
160	0.45272
161	0.45439
162	0.45606
163	0.45771
164	0.45936
165	0.461
166	0.46263
167	0.46426
168	0.46588
169	0.46749
170	0.4691
171	0.4707
172	0.47229
173	0.47387
174	0.47545
175	0.47702
176	0.47859
177	0.48014
178	0.48169
179	0.48324
180	0.48477
181	0.4863
182	0.48783
183	0.48934
184	0.49086
185	0.49236
186	0.49386
187	0.49535
188	0.49683
189	0.49831
190	0.49978
191	0.50125
192	0.50271
193	0.50416
194	0.50561
195	0.50705
196	0.50848
197	0.50991
198	0.51133
199	0.51275
200	0.51416
201	0.51556
202	0.51696
203	0.51835
204	0.51974
205	0.52112
206	0.52249
207	0.52386
208	0.52522
209	0.52658
210	0.52793
211	0.52927
212	0.53061
213	0.53195
214	0.53327
215	0.5346
216	0.53591
217	0.53722
218	0.53853
219	0.53983
220	0.54112
221	0.54241
222	0.54369
223	0.54497
224	0.54624
225	0.54751
226	0.54877
227	0.55003
228	0.55128
229	0.55252
230	0.55376
231	0.555
232	0.55623
233	0.55745
234	0.55867
235	0.55988
236	0.56109
237	0.56229
238	0.56349
239	0.56468
240	0.56587
241	0.56706
242	0.56823
243	0.56941
244	0.57057
245	0.57174
246	0.57289
247	0.57405
248	0.5752
249	0.57634
250	0.57748
251	0.57861
252	0.57974
253	0.58086
254	0.58198
255	0.5831
256	0.58421
257	0.58531
258	0.58641
259	0.58751
260	0.5886
261	0.58968
262	0.59076
263	0.59184
264	0.59291
265	0.59398
266	0.59504
267	0.5961
268	0.59716
269	0.5982
270	0.59925
271	0.60029
272	0.60133
273	0.60236
274	0.60339
275	0.60441
276	0.60543
277	0.60644
278	0.60745
279	0.60846
280	0.60946
281	0.61046
282	0.61145
283	0.61244
284	0.61342
285	0.6144
286	0.61538
287	0.61635
288	0.61732
289	0.61828
290	0.61924
291	0.62019
292	0.62115
293	0.62209
294	0.62304
295	0.62397
296	0.62491
297	0.62584
298	0.62677
299	-0.38774
300	-0.65181
301	-0.56396
302	-0.36893
303	-0.19276
304	-0.083338
305	-0.034001
306	-0.088204
307	-0.24926
